comments,sentiments,compound
What is all this?,neu,0.0
You people better call of the strike the dollar is going to 500Naira by the time you finish you would realize they have paid you less dollarwise better wise up. ,pos,0.7984
Except Nigeria change its ways and stop bragging about $35billion to cover export when the only serious commodity they export is oil and 80% of what they import can be produce locally. ,neg,-0.3612
"Countries like Japan,  China,  Germany are taking in Trillions of dollars we are still sha billion we are bragging.. ",pos,0.3612
It seem we are  kukuma not reading the news Biden winning means electric cars would be very much mass produce in the U. S it is only a matter of time before the world's join so what would happen to our mono economy.,pos,0.6908
 nope ,neu,0.0
" even punch newspaper used the same headline "" ...agrees to suspend strike...""",neg,-0.3182
Party have scatter,pos,0.4019
Nigeria news ooo,neu,0.0
"ASUU and federal governmenthave always been at loggerheads since time immemorial,   the consistent strike is just another insult on the old archaic and ancient curriculum,   this country is way behind! studying in Nigeria is not worth it.",neg,-0.6964
See what ASUU is doing to us ,neu,0.0
Please watch my video and learn from my mistake,neu,-0.0258
"If you are in sss3 or just finished secondary school  please if you have money write standarthised test like SAT,   IELTS and Cambridge Alevels ",pos,0.5859
A word is enough for the wise,pos,0.4767
 i don't want to know because i don't give a damn!,pos,0.3244
".if we adopt this your approach,   how do we train our medical doctors,   nurses and pharmacists as well as other professional",pos,0.4215
"I read this paragraph in the other thread. This does not mean the strike is ending soon,   at least not this year.",pos,0.0951
ASUU talk am say we should go and marry By now my wife water for break,neu,0.0
" They will go and learn as apprentice from Professionals. It will be cheaper,   faster and more of practicals than theory. There were those professions before the advent of university education. University only make it civilised and formal.",neu,0.0
..,neu,0.0
These professionals at one time were students too..,neu,0.0
FG hasn't implemented the 65billion they initially proposed and now they said they are increasing it to 70billion. who is fooling who sef? I think they are just using all these tricks to stop students from protesting.,neg,-0.802
They should just leave it till next year.,neg,-0.0516
"They were students too but they can inculcate knowledge outside university system. I have read about a hospital cleaner who is now a surgeon. She has been with a surgeon for some years and when the surgeon was not around,   she was given a chance to operate on a patient who needs urgent operation and it was successful. The story is online.",pos,0.899
.,neu,0.0
"My guy,   we need our universities.",neu,0.0
Thank you,pos,0.3612
God bless ASUU,pos,0.5994
I never get hostel money and cloth,neu,0.0
I really hate this man called ogunyemi  ,neg,-0.6115
"Gone are the days when NANS is NANS,   not this political and fearful NANS will have today.",neg,-0.4939
OMG! ...U nailed all those points,neu,0.0
It's just a matter of time ,neu,0.0258
"Yeah!! Exactly you're wright.. most of the people who went straight to learn a skill,   learn apprehentice are doing fine even those that didn't learn anything but are on the street doing legitimate hustling are doing fine more than those who went to further their education.. People are now mocking institution certificate don't even have any regard for it. It's a pity that if they hear you're are going to school they have started seeing you as a person who is willing to waste his money energy and time. ",neg,-0.6524
Nigeria is already doom!!!,neg,-0.5538
Those of you shouting the education is poor and running abroad. Good for you,neg,-0.0516
 But know that bad system present you with great challenges possibility of making an impact in your lifetime. Go out but come back to improve your system.,pos,0.6486
If you go  abroad you are useless to the whites cus everything that needs to be done has already been done. You just spectating.,neg,-0.4215
"I am sure you must be a ""drop out""",pos,0.0516
It is high time government implement no work no pay,neg,-0.5859
"If you are working or learning a skill as a student,   ASUU strike will bother you less.",neg,-0.4404
"Utill protest errupt..federal government will keep saying ""we will"",   ""we are going to"",   ""we have accepted that"" etc.",neu,0.0258
Action speaks louder than words.,neu,0.0
"it's on the official twitter handle of ASUU,  so bloggers didn't carry any fake news",pos,0.3724
"When it comes to bogus contracts,   it usually get approved in no time. But this is the educational sector,   something that would benefit ordinary Nigerians,   the federal governmentkeeps going back and forth with ASUU. ",pos,0.5574
What a country!,neu,0.0
Not true,neg,-0.3252
ASUU doesn't have any twitter handle. Those are parodies.,neu,0.0
you're funny,pos,0.4404
i hate this man ah swear stupid people i will try diploma or nce since university is a west of time,neg,-0.8074
Yes!!,pos,0.508
I really think it's a south of time not west,neu,0.0
ASUU does not have a Twitter account,neu,0.0
MORE LIKE DONT MAKE YOU CHILD A CITIZEN OF NIGERIA,pos,0.4201
"Umaru Musa Yar'adua University,   Katsina State (UMYU),   Accepted the offer presented by FG,   Agrees to suspend Strike.",neu,0.0258
"Benue State University Rejects federal governmentOffer, Says The Nationwide Strike Must Continue if It's Within Their Power.",neg,-0.5719
"imagine, state university wants to continue strike indefinitely ",neg,-0.128
Ortom should just sack all of them,neu,0.0
"by the time hunger mama them for two years they will know the meaning of ""meet at middle point""",neg,-0.25
Oau ASUU branch supports continuation of strike until all demands are met by the federal government.,pos,0.25
"Some other institutions such as FULAFIA,   FUTO have also rejected the offer from the government",neg,-0.5106
I don't see OAU's stand as continuation of the strike as most of the demands they stated has or will be met by the FG!,neg,-0.2003
..  Bro your comment  make me laugh..  Aswear ba this people are just selfish,neg,-0.4767
they want make all those demand be met before they call of strike,neg,-0.1779
read that thing well boss,pos,0.2732
Thank you my guy.,pos,0.3612
We are now in another election collation season ,neu,0.0
We're In this together ,neu,0.0
Hopefully they call off the strike.,pos,0.296
I can't see any problem with all the 8 items except for the item two where they want EAA for only ASUU ,pos,0.3732
"what about university of uganda,   hope they accept the Offer......Nigeria  scam",pos,0.2023
"I think if this strike is suspended,   Nigerian students should protest against all those Universities that voted for continuation of the strike. Some of those lecturers need to be given ""minimal shishi"" ",neg,-0.7469
True boss,pos,0.4215
confused people...two cant work together unless they agree..,neg,-0.3182
this ASUU as a union is more like a joke...,pos,0.4201
"ASUU,   University of Calabar (UNICAL) Chapter Accepts FG's Offer With Gratitude,   Agrees to Suspend Strike On Friday.",pos,0.5574
Great,pos,0.6249
"seriously? We should remove them from rejection list, quickly",neg,-0.6369
Yeah sure sir,pos,0.5423
"Please, update the original post accordingly.",pos,0.5574
those red crosses could give person heart attack  ,neg,-0.4767
Done I'll keep updating that,neu,0.0
"superb,   I could see you have just done that. It's now looking better ",pos,0.7906
"UNN accepted the offers, watch how other schools will copy them!! ",pos,0.3987
this strike will be called off on Friday by God's grace,pos,0.3182
"Oxford university accepts FG's offer,   ready to suspend strike",pos,0.25
I think that is the school of Ngige's three children  ,neu,0.0
I won't waste my time to read the nonsense but all I know is that when two elephants (FG & ASUU) are fighting the grass (STUDENTS) always be the victims. Until the students protest for their exclusion in the activities of this country in terms of education not will change. They will remain like this till 2023 when that dullard will leave office. Nonsense people,neg,-0.9401
When is this ASUU - federal government problem ending for goodness sake? I pity  the helpless Nigerian students. ,neg,-0.5994
I think for once the government should show sincerity and change tactics. This game is becoming boring already please and a shame to both parties,neg,-0.1027
 These people are playing ping pong and catching cruise on our heads.,pos,0.2023
Both The ASUU and federal government are Not serious......,neu,0.0
Just see how Unfortunate Nigeria is ,neg,-0.4588
"Peopel can study in Zambia,   Ghana,   Cameroon,    Dubai if you can please send your children to this countries and leave the Assu chairman and co to continue with their meeting.",pos,0.2732
 my own deliver last week. What a bouncing baby boy ,neu,0.0
If you like continue with the strike till thy kingdom come but one day it shall come to passed,pos,0.128
"Would have done that as well,   if only studying medicine outside country is cheap",pos,0.2732
" IT WONT BE MET,   very stupid asshole,  old ugly useless men ",neg,-0.8687
" since march haba! even a woman who was pregnant then,   has already given birth and the child already crawling ,  I pray as you fools are delaying us so shall your blessings and useless demands be delayed ASE",neg,-0.2797
"God, I beg you,   my children can't school for this country. Bless me oo make I give them dual nationality/citizenship  ",pos,0.5994
How sure are you?,pos,0.3182
 see someone giving himself hope... ,pos,0.34
"Shut up there,   go and blame the government not ASUU",neg,-0.34
" Young man stop giving yourself hope,   check the date on the website and come back here",pos,0.4767
" Studying med is expensive everywhere,   the course itself is expensive",neu,0.0
"You don't have to reply such comment,   this platform is occupied by babies.",neu,0.0
Its not expensive in Nigeria  compared to other Countries. Studying the course itself is not expensive,neu,0.0
"Let your motivation be God thru His son Jesus Christ. "" The flesh profits nothing,   it is the spirit that gives life"" ROM 8,   Repent and give your life to Christ,   for the salvation of your soul.",pos,0.7964
"E get the kind opinion you go air,   freedom after speech will not be guaranteed. I reckon that higher education shouLD be made less attractive to the youths. Truth is,   if one has proper education at O'level you are already equipped ti a great extent. University education should be made exclusive to exceptional students into top professional courses. The rest can go into commercial,   vocational or technical schools which should not be stupidly degraded as we have today. I see no reason for some courses in university like Vocational,   Education Faculty (when we have colleges of Education) and the likes. People should be confident to apply for decent jobs after SSCE and thOse eho opt to proceed to commercial,   vocational or technical schools should henceforth not be seen as less equipped.",pos,0.9818
Hope is the only thing one can give himself/herself in this country. ,pos,0.4404
True,pos,0.4215
" It's one of the most expensive course in Nigeria,   federal government schools may be cheaper but in a good private school it's expensive",pos,0.5927
Sincerely.,pos,0.4767
"In 2014,   I got admitted to study Medicine at New Vision University,   Tbilisi,   Georgia. Same year,   I was equally issued an admission at Texilla American University,   Guyana (Caribbean Island).",pos,0.34
The Ebola outbreak and finance impeded my journey. I finally got admitted in one of the federal universities here.,pos,0.1027
"If not for COVID and this strike,   by February/March of 2021,   I would have been a final year medical student. Imagine! Many others would have been inducted into the practice by now.",neg,-0.2304
See what our country is doing to us.,neu,0.0
"When we have corrupt and greedy leaders without vision,   the outcome is pretty predictable.",neu,0.0413
"Nigeria alone is a cross we all have to bear. That's why I'm going to pay that sacrifice now,   my children mustn't go through this pain",neg,-0.7411
God should show us mercy. Federal government doesn't care whether we are educated or not. What a country.,pos,0.2434
We await the OUTCOME.,pos,0.1027
We won't give up.,neu,0.0
I'm more interested in the outcome of the meeting than when they started.,pos,0.4576
"oh my God,  sometimes I wonder if Nigeria is really a country,  imagine still on this topic..how many more meetings will hold before ASUU &FG iron things out for good",pos,0.6124
This shithole country doesn't give a fuck about Education.,pos,0.431
On God o,pos,0.2732
business as usual. Who go bet this match today,neu,0.0
"Hmm. It is well. If students are told to vote whether to resume or not,   you will be surprised at the results we will get. ",pos,0.4588
Students sef are tired. Majority are praying nothing gets resolved till next year.  ,neg,-0.2306
Fruitless and unending meetings,neu,0.0
It's almost needless suspending the strike this year. ,neg,-0.128
3 weeks and Christmas is in then students travel again,neu,0.0
The same optimism he  has expressed for months ,pos,0.5423
To hell with this government,neg,-0.6808
joke,pos,0.296
Which stupidity meeting are they doing,neg,-0.4404
I give up for this country,neu,0.0
Everytime strike,neg,-0.128
Let's keep our fingers crossed Because I am bored for house,neg,-0.2732
No single hope for this country aswear,pos,0.1779
Very sad situation we find ourselves,neg,-0.5256
Nigeria matter has passed grammar.,neu,0.0258
"Whatever be the outcome of today's meeting,  we move!!!",neu,0.0
But the thing  give me bp if I remember say school fit resume very soon ,pos,0.3612
Namdi my bro that just got admitted into ABSU is already relenting,pos,0.1027
ok,pos,0.296
Goan marry so you'll move to another house ,neu,0.0
NO MEANINGFUL INFORMATION.,neu,0.0258
So you want go fuck around abi?,neg,-0.4445
most of these students just want to flex it's not because of academics whatsoever,pos,0.0772
Ngige has always expressed optimism but nothing has happened ,pos,0.3071
So don't have your hopes up that this will be different,neg,-0.3252
"Now,   read what you typed ",neu,0.0
"This time,   slowly.",neu,0.0
Okay. Good,pos,0.5859
Does it make sense to you?,neu,0.0
No sense in the nonsense you typed,neg,-0.5994
I think youth need to organise another End Sars protest for this ASSU officials if they refuse   to call of the strike..because i am sure  will still be paid for all the months spent at home.,neg,-0.2263
Must students travel for Christmas?,neu,0.0
" That's the truth,   most of them are eager to go back because they miss their school lifestyle,   the flexing,   partying,   fucking around etc ",pos,0.7003
"they can't do it at home because they know they can't. once they get the liberty,   they do anything they like,   I've seen most girls/boys like that",pos,0.8126
"Why so difficult to sack these lecturers if it is possible to sack medical doctors. These people are arrogantly arrogating too much power to themselves unnecessarily. Every Nigerian is a stakeholder in federal universities,   lecturers cannot and should not be allowed to destroy our future. The present days lecturers are too overzealous and greedy. Some of them wish to be paid as oil workers but they never had the qualifications to be employed as oil workers,   they what a nonsense they have turned the country into because we don't a leader that is bold enough to tell them the fact",neg,-0.6119
fools ....,neg,-0.4939
You have no point.,neg,-0.296
Even if that's the reason they want to go to school education is still every students right and they deserve it,pos,0.0772
Fucking around and flexing is part of the things that teach you experiences about life ,neu,0.0
So stop saying rubbish ,neg,-0.3597
No matter what the reason is the strike should end,neg,-0.3818
Can something  good come out of ASUU and federal government?,pos,0.4404
"I pray this should be their last meeting,  it's really getting out of hand...",pos,0.3182
"Whenever ASUU & federal governmentdisagree,   people always tend to think ASUU is on the right side and condemn federal governmentfor what they misinterpret to insensitivity on its part. Truth is that on this particular issue,   the federal governmentis trying to uproot one of  the ills in the university system. If the IPPIS bone of contention is adopted and fully implemented,   the era of multiple wages and renumerations will become history as this would mean that lecturers would no longer be able to hold positions in different public institutions at the same time. The end result is that more positions in the universities will open up to people who are ""qualified"" but currently unemployed. Sadly,   only an insignificant minority of these lecturers are smart enough to handle courses. The rest are nonentities who have Phds (meal ticket) and therefore have a bloated sense of entitlement. Who has ever come across a concise textbook or any journal paper of high intellectual quality authored by a Nigerian lecturer? Many can't make a correct sentence but yet churn out Nursery school rhymes (textbooks) everyother month and impose them on their students.. Greedy fools.",neg,-0.8964
Let the federal governmentdeal with them. We've never had a school system after all.,neu,0.0
Dr Ngige is not a strong negotiator. The  government should look for some body like babatunde Fashola to handle this matter with Assu  members. This man  is too dull to handle such Matter. It requires an intelligent man.,pos,0.0831
I tell you,neu,0.0
Any need suspending it again?,neu,0.0
"Suspending it now,  will only put the students under pressure,   ranging from Test to Exam. Who does that?",neg,-0.296
"Most of us have forgotten our MatNo,   some don't know how to handle pen again,   While some are facing financial challenges.",neg,-0.1531
"January is not too far,   allow us to revise our books.",neg,-0.1695
Thanks.,pos,0.4404
All these meetings without heads make me wonder.....,neu,0.0
God come to our aid,pos,0.2732
You sound so foolish. Stop making a shame of yourself,neg,-0.8084
Final years want it to end so that they can graduate  fast,pos,0.0772
i'm  always  optimistic. please free me,pos,0.7845
"o goodness,   that's an awesome news! ",pos,0.8122
sack them and then what?  ,neu,0.0
Replace them with imported academics? The country has already limited academics/academicians and you just lay off the ones we have?  ,neg,-0.3094
I mean doctors too work if you have a high number of employable ones to replace the sacked ones.,pos,0.0772
"Even if they suspend today,   not every school will resume this year.",neg,-0.3182
Will you send them money for jolly during festive period when school environment will be dry??!,pos,0.7877
"One SMELLY CUNT of a lecturer spotted. If you are struggling with basic comprehension,   why not shut up and avoid intelligent conversations. Must you lay your genetic foolishness bare. Many are mad but few are roaming.",neg,-0.7155
 Better,pos,0.4404
 Yes,pos,0.4019
That's not my responsibility.,neu,0.0
"Only keen minds will understand the body language of ASUU for prolonging the meetings,   instead of them to meet atleast twice a week they refuse and agree to meet after 7 days because they want the period of UTAS test with NITDA to complete before making decision about resumption. Many offers are being shared at many universities this week all in their effort to cover the alleged mass ghost workers in the Universities across the nation. Neither ASUU nor federal governmenthas good motive or concrete concern about education,   the former is greedy while the latter is stingy!",neg,-0.5264
How I wish Uniport will extend it till January,pos,0.5267
It's equally not within your jurisdiction to question their intentions to travel!,neu,0.0
Ok.. Lazy me.. I couldn't even read everything.. No wonder I performed woefully in school.. I graduated with A1 parallel though..  ,neg,-0.7506
Congrats to her..,pos,0.5267
Sylvia Tobiloba Ulan is going places...,neu,0.0
"Certainly,   I'll pay her bride price in 2 years time",pos,0.25
Beauty and brain!,pos,0.6239
Congratulations to her,pos,0.5994
"Don't send her to uniport or unilag or imsu or abuja uni send her to a school In kano where she can't be easily distracted, because she's hot for a secondary school leaver",neu,0.0
Great accomplishment.,pos,0.6249
How I wish Education is valued....,pos,0.4019
May we only raise children who will make our families proud and not children who will consistenly bring shame to our families and society,neu,0.0
Wow,pos,0.5859
NicE,pos,0.4215
She tried,neu,0.0
Nice,pos,0.4215
Very good,pos,0.4927
Nice,pos,0.4215
"See fine girl with brain , the real slay queen",pos,0.2023
May she never be distracted by unworthy men,neg,-0.2415
Wow,pos,0.5859
Nice one,pos,0.4215
Congratulations to her.,pos,0.5994
Congratulations to her!,pos,0.636
But she shouldn't relent on that.,neu,0.0
Nigeria of nowadays requires more than that to achieve.,neu,0.0
Even some first-class graduates are still trying to make ends meet.,neu,0.0
you smoke weed?,neu,0.0
Stop putting village people on high alert,neu,0.0
"good from Plateau governor,   not like some useless governors who are busy celebrating BBN mates and giving them appointments.",pos,0.849
That mama is still in secondary skul.,neu,0.0
"This generation that don't even read ,   how did she do that . These days one can get such grade with the use of machinery ,   snicking in with phones.",neu,0.0
What do I know.,neu,0.0
Congrats to her.,pos,0.5267
Kudos,pos,0.5106
"When some governors are meeting with BBN mates,   village people were not on alert then.",neg,-0.2235
Congratulations small girl with Big God,pos,0.7184
She's not just the noisy type too.,pos,0.1326
Kano way dem dae go from door to door arrest sinners,neg,-0.34
 They were observing an industrial action then.,neu,0.0
How has the useless governor contributed to her outstanding performance?,pos,0.296
How you wished she chose medicine and surgery. Most of these best choose chemical engineering I don't know why. My cousin that finished that course is teaching since after university,pos,0.6666
"Congrats,   government should invest in her",pos,0.5267
Vanity   ,neg,-0.2263
Hmmm,neu,0.0
Congrats to her,pos,0.5267
"This is a worthy ambassadors,   top brands won't recognise her",pos,0.5719
Looks like a case of high functioning autism to me. Congrats to her,pos,0.7096
I knew even before I clicked on this story that it was a girl involved.,neu,0.0
"please oooo,   am just asking oooo. In this age of technology coupled with so many distractions,   with so many young people desperate for quick wealth,   is it possible for a student to have 9A's without an assistance? Knowing fully well that special centre has been in existence even before the creation of man.",pos,0.8115
Bleep nigarr...,neu,0.0
Bullshit,neg,-0.5859
"One Bleep now she go loose concentration. Trust me,   guys go wire am soon. Trust my Nigeria guys",pos,0.6486
Summary please,pos,0.3182
"Hmmm,  sense will not kill you.",pos,0.5773
"If we look am wella,  2020 was hyped and here we go.",neu,0.0
There is something about studying Chemistry related courses among those of us the intelligent secondary school students.,pos,0.4588
"Right from young age she's been winning big,   top notch prizes and gift of life ",pos,0.8779
I hope governor lalong sponsor her to Massachusetts Institute of technology or Harvard University or Stanford University or Edinburgh university or Yale University or any of the top universities of the world,pos,0.5719
And she's this beautiful? Ouch! I'm in tears,pos,0.6145
 Are you sure you didn't quote the wrong person?,pos,0.5932
Well done young lady.,pos,0.2732
One day you will assume that OFFICE OF THE GOVERNOR OF PLATEAU STATE,neu,0.0
"I beg you In the name of God,   DON'T STUDY CHEMICAL ENGINEERING IN NIGERIA ",pos,0.2732
Wishing this brilliant Northern girl best of luck,pos,0.9169
What does the innocent plant has to do with anything?,pos,0.34
Good news,pos,0.4404
Hmm. Lemme hear what the next person has to say,neu,0.0
no one can dispute the fact.. the boy is good,neg,-0.25
What does lalasticlala have to say,neu,0.0
call him  ,neu,0.0
but it's the same exam me and that guy did...,neu,0.0
"Impressive,   but from my experience,   these type of people never make it much in life. They have the potentials to be great but a mixture of religious fanaticism,   superstitious nonesense and bullshit from the parents never let them progress beyond praying frequently,   textbook reading and memorization. Then they will end up going to medical school where they become normal students and later a regular,   poorly paid Nigerian doctor.",pos,0.4314
Congratulations ,pos,0.5994
Nice to see good news hit the front page,pos,0.6908
some are naturally gifted with sharp brains and memories.... ,neu,0.0
congrats son!,pos,0.5707
Excellent!,pos,0.6114
Keep it up boy!,neu,0.0
"was like him once..  pussy  spoil my life.. women ,  God punish  u!!",pos,0.1984
Buhari will kill his career,neg,-0.6908
Brain box.. Nairalanders thanks for the love yesterday.,pos,0.7964
This is amazing.,pos,0.5859
"Slay Queens, please don't corrupt this boy anytime soon, ",pos,0.3182
Yet we have a President without any valid  certificate! ,neu,0.0
It is unfair to hardworking Nigerian youths like this. ,neg,-0.1531
Good boy,pos,0.4404
"And he might end up studying Medicine or Engineering and after graduation,   he will be struggling to get a job of 100k per month while some dull fellows who hired mercenaries for their exams from secondary school to university become Accountants stealing company fund,   some end up as thiefing managers of big conglomerates while the remaining dull students end up becoming our governors and senators while this one is left to blow big grammar up and down,   life is not fair,   especially to science and engineering graduates in Nigeria,   if you know you know ",neg,-0.9163
Sadly the boy may finish university top of his class but one adamu from katsina will get NNPC job while my guy will be struggling to summit cv in shoprite. That's the reality in this country   ,neg,-0.6369
which kind head some people get? ,pos,0.5267
"God I thank You for the one you gave me,   but I will be more grateful if You can give me like this guy",pos,0.8747
He should better flee o0o......before village people will locate him ,pos,0.4404
"Good boy,   but Nigeria is not a place for him  ",pos,0.2382
Brilliant! outstanding!,pos,0.855
Congrats young chap.,pos,0.5267
"If your parents are wise and armed with correct useful information (for scholarship),   they should lead you offshores,   now that you are young! With this brain,   you should be heading to an IVY college.",pos,0.7424
As in. I can bet on that,neu,0.0
"I am proud of him ,   he did better than i who scored 219 in 2010",pos,0.7184
"I will recommend stanford university,   united states.",pos,0.6486
This is the result of hard work.,neg,-0.1027
All the best to him in his career pursuit.,pos,0.6369
Congrats!,pos,0.5707
That is my son......,neu,0.0
"This boy is better than buhari academically,   politically,   economically,   emotionally,   physically,     mentally,   geographically,   infact in all the callies",pos,0.4404
Congratulations my boy,pos,0.5994
"I pray his parents have money to send him to a good school,   preferably abroad.",pos,0.6369
"If that Staffield Private School,   Iju,   Lagos is the School he attended,   then I'm sending my children there..",neu,0.0
Impressive.,pos,0.5106
"We are shipping him out of Nigeria,   before Nigeria destroys his future.....",neg,-0.5574
Congratulations!!!,pos,0.6981
A medical professional  per excellence loading...,pos,0.6249
May God grant him higher proficiency than Ben Carson.,pos,0.5574
He Deserves a Scholarship outside Nigeria.,neu,0.0
This kid deserve a life scholarship,neu,0.0
"He is not naturally gifted anything. he worked for it,   his parents put him on the right path and he has good teachers and keeps like minded company. ",pos,0.6597
Don't hang on that excuse of naturally gifted,pos,0.0772
I agree with some comments made here,pos,0.3612
God protect and guard him from evil ones!,neg,-0.2481
May he continue to excel!,pos,0.5093
"Now,  that's what we should be talking about...",neu,0.0
Congrats Young man!,pos,0.5707
welldone boy ....  ,neu,0.0
blood of Buhari I tap into his blessings for my kids,pos,0.5423
nice,pos,0.4215
Perfect boy,pos,0.5719
This boy should just send a mail to Trump direct,neu,0.0
After going abroad MIGHT join the sniffer club and the career and dream shattered,neu,0.0258
We will not click anything. lazy youth,pos,0.2755
"The boy is also better than you in all ramification,   if we are being honest.",pos,0.7351
please who ask you for your experience..?,pos,0.3182
Congratulations Son,pos,0.5994
Intelligent .,pos,0.4588
But Can he get admission at 15?,neu,0.0
Someone should educate me,neu,0.0
Congrats to him though at 15 I was still in ss1.,pos,0.5267
Wow.......congrats boy,neu,0.0
I disagree because some have everything you mention but still end up failing.,neg,-0.7391
correct this ,neu,0.0
Thank you for this trend at least there's light at the end of the tunnel with the number of those that have accepted the offer.,pos,0.5994
I wonder what those ones rejecting it actually want again!,neg,-0.4574
The only Good news that can happen to me this year,pos,0.4404
Done sir,neu,0.0
Why? OP said they refuted the report that they rejected federal government offer.,neg,-0.5106
"It stated ""rejected""",neu,0.0
have they joined back the Rejection Party?,neg,-0.2023
Yeah go check it out sir,pos,0.296
"ooh,   I could see they are still deliberating!",neu,0.0
"Well no need shaa.. I know my school,   we would humbly accept the offer  ",pos,0.3612
"OK,   they are still deliberating",pos,0.4466
Yes let's hope this evening we'll hear the good news,pos,0.8176
"And most importantly op,   it's ASUU not ASSU please correct that..",pos,0.1608
As if we're thinking the same things,neu,0.0
I've been trying to correct it ,neu,0.0
Take note,neu,0.0
Done,neu,0.0
NNAMDI AZIKWE UNIVERSITY accepted federal government offer,pos,0.2732
I just hope that there will be no INEC miracle in this collation   ,pos,0.6705
Me too make Dem no declare am inconclusive ,neg,-0.296
"Great one Bro,   I think we will laugh at the end of the collation  ",pos,0.8271
unilorin nd lautech has accepted the suspension of the strike..,pos,0.2732
all I want is strike over and schools resume! ,neg,-0.126
More updates coming soon,neu,0.0
What are the scores?,neu,0.0
Thanks Bro... you are making my day,pos,0.4404
you never confirm that of UNIZIK?,neu,0.0
"Obafemi Awolowo University (OAU) Chapter Has Rejected The Offer Made by Federal government,   Asks for Continuation of Strike.",neg,-0.5859
Congratulations,pos,0.5994
". Anyway,   during our time,   we were never allowed to use calculator only log book I guess that's what its called. Kids on nowadays have things going easy for them.",pos,0.4404
Please I'm not bragging but I got 5 A's both times.,pos,0.1655
Any accolades? ,neu,0.0
please change his surname  to my name. good boy,pos,0.6369
Bookworm. Congratulations to him! Wishing him the very best the future has in stock.,pos,0.8906
"I'm proud. Anyway,   I had my first beer lager at 15 or so. So boy, get in the groove. Pop champagne.",pos,0.6486
Lets waited for his aptitude test score before concluding.i know wat am saying,neu,0.0
The lad is good!,pos,0.4926
"If possible,   dude should be sponsored to study outside. At least,   South Africa.",neu,0.0
"I would not advise having a sexual partner immediately he enters,   but should get one before he leaves. The effects of not having one when I was in school still affects till date.  ",neu,0.0
Explore your sport and artistic talents. ,pos,0.4588
Success is not only found in books.,pos,0.5719
Very true about artistic talents. But the bold is subjective.,pos,0.8268
Congratulations.......,neu,0.0
"Hmmmm the advice is good but I think you're going a little over board,   for a 15 years old kid that just finished secondary school. If prayer doesn't work for you,   keep it to yourself. You're what you believe in.",pos,0.2382
"THIS IS NIGERIA, EVERYTHING IS POSSIBLE",neu,0.0
This kind of thought only exists in your countries where everything is warped and upside-down! Where the best are trampled and mediocre are celebrated! ,pos,0.8585
In a 'sanner' climme he will develop to his best potentials and av all the fulfillments such brains deserve!,pos,0.6696
Everybody should not think like 'nigerian',neg,-0.2755
Congratulations boy.,pos,0.5994
then i guess he is far better than your generations combined.. Don't quote me again bcoz i wil ignore u.,pos,0.1027
"This boy is a genius. He has something to offer the world,   but our society must create an enabling environment for him to excel.",pos,0.7684
"Alongside the Bachelor degree that he'll be pursuing,   he should be given admission to study for Ph.D concurrently.",neu,0.0
"That way he can graduate with a doctorate,   alongside his first degree,   and go on to solve big problems.",neg,-0.2263
A very good one!  he should not relent,pos,0.54
Congratulation!,pos,0.636
"Nice performance from an ITSEKIRI boy from Delta state,   Nigeria.",pos,0.4215
"Governor Okowa,   you need to give this boy a scholarship to the University.",neu,0.0
Your confusion is confusing me! Seek God before death come knocking!,neg,-0.7568
You spoke my mind sir.,neu,0.0
Nigeria is a waste country where the thief rule us and the brillant ones are left to speak only big grammar without securing a mouth watery job e.g senate or governorship.,neg,-0.7999
A brilliant performance.  ,pos,0.5859
"Before I say congratulations to people like this, the boy and the results have to be verified using VAR to show that he truely wrote the exams himself because this is Nigeria.",pos,0.7506
"So the system should be broken because he is the first ever genius in the world abi,   no wonder Nigeria is extremely backward,   Kid should follow same road like every body,   the only difference should be provision of good environment to put his skills to good use. Not jumping grades just because he ace waec & jamb",pos,0.4588
You mean you graduated with first class and ...,neu,0.0
This is the real brain we are talking about. Some of his mate are out there as young as they are shouting change behind fayemi and power behind fayose.,neu,0.0
"Nobody ask you to be an introvert that spends 70% of his day hiding in dimly lit room reading books. researching instead of keeping things moderate and mingle with people so you get that popularity to be a senator,   president or company boss. Nobody go come your room to vote for you or hire you",pos,0.2263
Dumb fools,neg,-0.7579
Rubbish,neu,0.0
Truth,pos,0.3182
Life will never give you what you deserve but what you demand. Ol' boy do what you enjoy doing not Papa and Mama say I must study Medicine!,pos,0.5916
You good to go boy.,pos,0.4404
. seems like cowardice has been running in your bloodline. At least Buhari is better than you when it comes to being a man.,pos,0.6597
"RUN OUT OF THIS COUNTRY MY SON,   your brain is hot, if you remain here ull end up repairing phones and laptops at phone village,   after coming out with first class in engineering in your university.",neu,0.0
I can donate my manhood to have this boy as my only child now... I am so sending my future kids to that school.,neu,0.0
U have made Mum and Dad proud. ,pos,0.4767
congrats boy!,pos,0.5707
"What he needs to have is a dream,   the vision to observe what his society lacks and the heart to pursue a solution. ",pos,0.6486
"What he needs to get is focus,   wisdom,   determination and fortitude. All these are available in Nigeria where he made those grades and he can become anything in life there after.",pos,0.7269
"This your advice is priceless and if it should have a price tag,   it's worth billions. Kudos",pos,0.6369
Genius! Better send him abroad. No university in Nigeria is qualified to handle him.,pos,0.2481
Honestly speaking.,pos,0.4588
"Good boy,   keep the flag flying",pos,0.4404
my exact score that year to...,neu,0.0
hope you're done with NYSC,pos,0.4404
